pdbid,-logKd/Ki,SMILES
1o4e,3.3,OCc1cc(C)cc(c1OP(O)(O)O)CO
1o4f,3.52,OP(Oc1cccc2c1NCCC2)(O)O
1o4g,2.3,O[C@@H](P(O)(O)O)c1cccc2c1cccc2
1o4h,2.44,N#Cc1ccc2c(n1)c(ccc2)OP(O)(O)O
1o4i,2.64,OCc1ccccc1OP(OCC1CCCCC1)(O)O
1o4j,2.36,CCc1ccc(cc1)NC(=O)P(O)(O)O
1o4k,2.92,OCc1ccccc1OP(OCc1ccccc1)(O)O
1o4l,1.4,OC(=O)C(CC(=O)O)(CC(=O)O)O
1o4m,1.4,OC(=O)CC(=O)O
1o4n,1.4,OC(=O)C(=O)O
1o4o,2.46,OP(Oc1ccccc1)(O)O
1o4p,2.6,OC(=O)C(c1ccccc1)C(=O)O
1o4q,2.49,OC(=O)[C@H](S(O)(O)O)c1ccccc1
1o4r,2.41,OP(C(P(O)(O)O)c1ccccc1)(O)O
1o5a,6.42,Oc1c(cccc1c1cc2c([nH]1)ccc(c2)C(=[NH2+])N)c1ccccc1
1o5b,5.77,Ic1cccc2c1cc(s2)C(=[NH2+])N
1o5c,5.22,C[C@@H]1CCCC[C@@H]1Oc1cccc(c1O)c1[nH]c2c(n1)cc(c(c2)F)C(=[NH2+])N
1o5e,5.74,Oc1c(cccc1c1ccccc1)c1[nH]c2c(c1)cc(c(c2)Cl)C(=[NH2+])N
1o5f,6.07,C[C@@H]1CCCC[C@@H]1Oc1cccc(c1O)c1[nH]c2c(n1)cc(c(c2)F)C(=[NH2+])N
1o5g,4.96,C[C@H]1CCCC[C@H]1Oc1cccc(c1O)c1[nH]c2c(n1)cc(c(c2)F)C(=[NH2+])N
1o5m,8.72,Clc1cc(Br)c2c(c1)CCc1c([C@@H]2C2CCN(CC2)C(=O)CC2CCN(CC2)C(=O)N)ncc(c1)Br
1o5p,10,C[NH2+][C@H]1[C@H](O[C@@H]([C@@H]([C@@H]1O)O)C)O[C@H]1[C@@H](C=C2/C/1=C\C#C[C@@H]1[C@](C#C2)(O1)[C@H]1COC(=O)O1)OC(=O)c1c(O)ccc2c1cc(OC)cc2C
1o5r,8.12,OC[C@H](n1cnc(c1)C(=O)N)CCn1ccc2c1cc(cc2)NC(=O)NCc1ccccc1
1o6h,6.73,C=CC[N@H+](CCCCCCOc1ccc2c(c1)ccnc2c1ccc(cc1)Br)C
1o6i,3.19,O=C[C@H]1CCC[NH2+]1
1o6q,7.64,C=CC[N@@H+](C/C=C/COc1ccc2c(c1)occ2c1ccc(cc1)Br)C
1o6r,7.1,C=CC[N@H+](CCCCCCOc1ccc2c(c1)occ2c1ccc(cc1)Br)C
1o79,6.39,CN(C(=O)Oc1ccc(cc1)Cl)[C@@H]1CC[C@H](CC1)c1ccc(cc1)C[NH+]1CCCCC1
1o7o,4.49,O[C@@H]1[C@@H](COP(OP(O)(O)O)(O)O)O[C@H]([C@@H]1O)n1ccc(=O)[nH]c1=O
1o86,9.57,[NH3+]CCCC[C@@H](C(=O)N1CCC[C@H]1C(=O)O)[NH2+][C@H](C(=O)O)CCc1ccccc1
1o8b,2.68,O[C@@H]1[C@H](O)O[C@@H]([C@H]1O)COP(O)(O)O
1o9d,5.6,OC[C@@H](C(=O)N[C@H](C(=O)N[C@@H]([C@H](OP(O)(O)O)C)C(=O)N[C@H](C(=O)O)C(C)C)Cc1ccc(cc1)O)NC(=O)[C@H](CCC(=O)N)[NH3+]
1o9e,4.18,COC[C@H]1CC[C@@H]2C1=C[C@@]1(C)[C@@H](O)CC(=C1[C@H]([C@@H]([C@@H]2C)O)O[C@H]1O[C@H](COC(C=C)(C)C)[C@H]([C@@H]([C@H]1O)OC(=O)C)O)[C@@H](COC(=O)C)C
1o9k,6.47,CC[C@@H]([C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CC(=O)O)C)Cc1ccccc1)CC(C)C)CC(=O)O)CCC[NH+]=C(N)N)NC(=O)CNC(=O)[C@@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)[NH3+])CC(=O)O)Cc1ccc(cc1)O)Cc1c[nH]cn1)Cc1ccccc1)CC(C)C)CCC(=O)O)CCC(=O)O)CCC(=O)O)C
1oai,5,[NH3+]CCCC[C@@H](C(=O)O)NC(=O)[C@@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)[NH3+])CO)CO)Cc1ccccc1)CO
1oar,7.4,O=C1c2ccccc2C(=O)c2c1cc(c(c2O)O)S(O)(O)O
1oau,7.7,OC[C@@H](C(=O)O)Nc1ccc(cc1N(=O)=O)N(=O)=O
1oay,5.92,O=N(=O)c1ccc(o1)/C=N\n1ccoc1=O
1oba,2.44,OCC[N+](C)(C)C
1obx,5.72,OC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)Cc1ccccc1)C(C)C)NC(=O)[C@H](CC(=O)O)[NH3+]
1ocn,6.39,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)C[NH2+]C[C@@H]2CO)[C@@H]([C@H]([C@@H]1O)O)O
1ocq,5.19,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)C[NH2+]C[C@@H]2CO)[C@@H]([C@H]([C@@H]1O)O)O
1od8,5.1,O[C@@H]1C(=O)NCC[C@H]1O[C@@H]1OC[C@H]([C@@H]([C@H]1O)O)O
1odi,4.21,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2N
1odj,4.1,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1nc(N)[nH]c2=O
1ody,8.1,CC[C@@H](C(=O)N[C@H](C(=O)N)Cc1cccc2c1cccc2)NC(=O)C[C@@H]([C@@H](NC(=O)[C@H](C(C)C)NC(=O)[C@H](Cc1cccc2c1cccc2)NC(=O)C)CC(C)C)O
1oe0,5.16,O[C@H]1C[C@@H](O[C@@H]1COP(OP(OP(O)(O)O)(O)O)(O)O)n1cc(C)c(=O)[nH]c1=O
1oe7,5.52,SC[C@@H](C(=O)NCC(=O)O)NC(=O)CC[C@@H](C(=O)O)[NH3+]
1oe8,5.52,SC[C@@H](C(=O)NCC(=O)O)NC(=O)CC[C@@H](C(=O)O)[NH3+]
1oeb,6.93,[NH3+]CCCC[C@@H](C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)O)CC(C)C)NC(=O)[C@H]([C@H](O)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H]([C@H](CC)C)NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]([NH3+])C)CO)CC(=O)O)CCC[NH+]=C(N)N)CO
1ofz,4.62,O[C@@H]1[C@H](C)O[C@@H]([C@H]([C@@H]1O)O)O
1ogd,3.03,O[C@@H]1CO[C@H]([C@@H]([C@@H]1O)O)O
1ogg,5.19,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)[C@H]3[C@@H]([C@H]2O)[NH+]=C(O3)N(C)C)[C@@H]([C@@H]([C@@H]1O[C@@H]1O[C@H](CO)[C@H]([C@H]([C@H]1NC(=O)C)O)O)O)NC(=O)C
1ogu,7.47,O=Nc1c(OCC2CCCCC2)nc(nc1N)Nc1ccc(cc1)C(=O)N
1ogx,6.09,Oc1ccc2c(c1)ccc1c2CC[C@]2([C@H]1CCC2=O)C
1ogz,5.85,Oc1ccc2c(c1)ccc1c2CC[C@]2([C@H]1CCC2=O)C
1oh4,3.74,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)O[C@H]([C@H]([C@H]2O)O)O)[C@H]([C@H]([C@@H]1O[C@@H]1O[C@H](CO[C@H]2O[C@H](CO)[C@@H]([C@@H]([C@H]2O)O)O)[C@H]([C@@H]([C@@H]1O)O)O[C@@H]1O[C@H](CO[C@H]2O[C@H](CO)[C@@H]([C@@H]([C@H]2O)O)O)[C@H]([C@@H]([C@@H]1O)O)O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@@H]1O)O)O)O)O
1ohr,8.7,O[C@@H]([C@@H](NC(=O)c1cccc(c1C)O)CSc1ccccc1)C[N@@H+]1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C
1oi9,7.16,Oc1ccc(cc1)Nc1nc(OCC2CCCCC2)c2c(n1)[nH]cn2
1oif,7.72,OC[C@H]1C[NH2+]C[C@H]([C@@H]1O)O
1oim,5.32,OC[C@H]1[NH2+]C[C@@H]([C@H]([C@@H]1O)O)O
1oiq,5.54,CC(=O)Nc1nccc(n1)c1c(C)[nH]c2[n+]1cccc2
1oir,7.49,C[NH+](C[C@@H](COc1ccc(cc1)Nc1nccc(n1)c1c(C)[nH]c2[n+]1cccc2)O)C
1oit,8.52,NS(=O)(=O)c1ccc(cc1)Nc1nccc(n1)c1c[nH]c2[n+]1cccc2
1oiu,6.68,NS(=O)(=O)c1cccc(c1)Nc1nc(OCC2CCCCC2)c2c(n1)[nH]cn2
1oiy,7.19,NC(=O)c1ccc(cc1)Nc1nc(OCC2CCCCC2)c2c(n1)[nH]cn2
1oj5,6.1,CC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)CCC(=O)O)C)CC(C)C)CC(C)C)NC(=O)[C@H]([C@H](O)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H]([C@H](O)C)NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@H](CC(C)C)[NH3+])CCC(=O)O)CCC(=O)N)CC(=O)O)CC(C)C
1ok7,5.92,CC(C[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)O)CC(C)C)CC(C)C)C(C)C)NC(=O)[C@@H](NC(=O)[C@H](CCC[NH+]=C(N)N)[NH3+])CCC(=O)N)C
1okl,6.03,CN(c1cccc2c1cccc2S(=O)(=O)N)C
1oko,4.54,OC[C@H]1O[C@@H](O)[C@@H]([C@H]([C@H]1O)O)O
1okv,6.17,CC[C@@H]([C@@H](C(=O)N[C@H](C(=O)N)Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CCC[NH+]=C(N)N)[NH3+])CCC[NH+]=C(N)N)CC(C)C)C
1okw,5.25,CC(C[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N)Cc1cccc(c1)Cl)CC(=O)N)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)C)CCC[NH+]=C(N)N)CCC[NH+]=C(N)N)C
1okx,6.8,CCCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H]1[C@@H](C)OC(=O)[C@@H](NC(=O)[C@H](Cc2ccc(c(c2)Cl)O)NC(=O)[C@@H](N2C(=O)[C@@H](NC(=O)[C@@H](NC1=O)CC(C)C)CC[C@H]2O)[C@H](O)C)C(C)C)[C@H](O)C)C
1oky,8.19,C[NH2+][C@@H]1C[C@H]2O[C@]([C@@H]1OC)(C)n1c3ccccc3c3c1c1n2c2ccccc2c1c1c3C=NC1=O
1okz,8.3,C[NH2+][C@@H]1C[C@H]2O[C@]([C@@H]1OC)(C)n1c3ccccc3c3c1c1n2c2ccccc2c1c1c3[C@H](NC1=O)O
1ol1,4.68,CC[C@@H]([C@@H](C(=O)N[C@H](C(=O)O)Cc1ccc(cc1)F)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=O)N)[NH3+])CCCNC(=O)N)CC(C)C)C
1ol2,6.28,CC(C[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N)Cc1ccc(cc1)F)CC(=O)N)NC(=O)[C@@H](NC(=O)[C@H](CCC[NH+]=C(N)N)[NH3+])CCC[NH+]=C(N)N)C
1ols,5.82,Cc1ncc(c(n1)N)Cn1csc(c1C)CCOP(OP(O)(O)O)(O)O
1olu,4.41,Cc1ncc(c(n1)N)Cn1csc(c1C)CCOP(OP(O)(O)O)(O)O
1olx,4.33,Cc1ncc(c(n1)N)Cn1csc(c1C)CCOP(OP(O)(O)O)(O)O
1om1,6.77,OC(=O)Cc1c2ccccc2n2c1[nH]c(=O)c1c2cccc1
1om2,4.7,[NH3+]CC(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)C)Cc1ccc(cc1)O)CO)CC(C)C)CC(C)C)CCC[NH+]=C(N)N)CO)CC(C)C)CCC[NH+]=C(N)N
1om9,4.15,O=C(N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)[C@H](O)C)CCC(=O)O)C)C)CCC(=O)O)Cc1ccccc1)CNC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)[NH3+])CC(=O)O)Cc1ccccc1
1ong,8.05,O=C[C@H]1C=NC(=CS[C@H]1c1cn2c(n1)COCC2)C(=O)O
1onh,8.21,O=CC1=CN=C(CS[C@H]1c1cn2c(n1)COCC2)C(=O)O
1onp,7.52,O=C[N](=O)CCCP(O)(O)O
1ony,6.77,CCCCCNC(=O)[C@@H](NS(=O)(=O)C)Cc1ccc(c(c1)CCC(=O)N)N(c1ccccc1C(=O)O)C(=O)C(=O)O
1onz,5.1,Oc1ccc2c(c1)c(ccc2)N(c1ccccc1C(=O)O)C(=O)C(=O)O
1opi,7.3,[NH3+]CCCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)CC(=O)O)CCC(=O)N)CC(=O)N)Cc1c[nH]c2c1cccc2)CCC[NH+]=C(N)N)CO)CCC[NH+]=C(N)N)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H]1[NH2+]CCC1)CO)CCCC[NH3+])CCCC[NH3+])CCC[NH+]=C(N)N
1oq5,7.68,Cc1ccc(cc1)c1cc(nn1c1ccc(cc1)S(=O)(=O)N)C(F)(F)F
1oqp,7.3,[NH3+]CCCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)CCCC[NH3+])CCCC[NH3+])CC(=O)O)Cc1[nH]cnc1)Cc1ccccc1)CC(C)C)CC(C)C)CCC[NH+]=C(N)N)Cc1[nH]cnc1)Cc1c[nH]c2c1cccc2)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H]([C@H](CC)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CCCC[NH3+])[NH3+])CCCC[NH3+])CCC[NH+]=C(N)N)CCC(=O)O)CC(C)C)CCC(=O)O)CO
1ork,8.81,C[NH+](CC(=O)Nc1ccc2c(c1O)C(=O)C1=C(O)[C@]3([C@@H](C[C@@H]1C2)[C@H]([NH+](C)C)C(=C(C3=O)C(=O)N)O)O)C
1orw,7.6,[NH3+]C[C@@H]1CCCN1C(=O)[C@H](Cc1ccc(cc1)I)[NH3+]
1os0,6.03,O=C([C@@H](CP([C@H](Cc1ccccc1)[NH3+])(O)O)Cc1ccccc1)N[C@H](C(=O)O)Cc1ccccc1
1os5,6.85,Oc1ccc(cc1)CC[C@]1(CC(=C(C(=O)O1)Sc1cc(C)c(cc1C(C)(C)C)N)O)C1CCCC1
1osg,7.52,NC(=[NH+]CCC[C@@H]1NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC1=O)Cc1cnc[nH]1)Cc1c[nH]c2c1cccc2)C(C)C)C(=O)O)[NH3+])Cc1c[nH]c2c1cccc2)C(C)C)N
1oss,4.79,NC(=[NH2+])c1ccccc1
1osv,3.48,[NH3+]CCCC[C@@H](C(=O)N[C@H](C(=O)O)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CCC(=O)O)[NH3+])CC(=O)N)C)CC(C)C)CC(C)C)CCC[NH+]=C(N)N)Cc1ccc(cc1)O)CC(C)C)CC(C)C)CC(=O)O
1oth,7,O=C(CP(O)(O)O)NCCC[C@@H](C(=O)O)[NH3+]
1ouk,9.89,Cn1c(nc(c1c1ccnc(n1)N[C@H](c1ccccc1)C)c1cccc(c1)C(F)(F)F)C1CC[NH2+]CC1
1ouy,8.37,Fc1ccc(c(c1)F)Sc1nc2cnc(=O)n(c2cc1[C@@H]1C=CNC=C1)c1c(Cl)cccc1Cl
1ov3,6.72,OC[C@@H](C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C)CCC[NH+]=C(N)N)CC(=O)N)NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@@H]([NH3+])C
1ove,9.13,Fc1ccc(c(c1)F)c1cc(cc2c1CCC(=O)N2c1c(Cl)cccc1Cl)[C@@H]1C=CNC=C1
1ow4,5.68,OS(c1cccc2c1c(ccc2)Nc1ccccc1)(O)O
1ow6,5.4,CSCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)CO)CC(C)C)CO)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H]([C@H](O)C)[NH3+])CCC[NH+]=C(N)N)CCC(=O)O)CC(C)C)CC(=O)O)CCC(=O)O)CC(C)C
1ow7,5.4,CSCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)CO)CC(C)C)CO)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H]([C@H](O)C)[NH3+])CCC[NH+]=C(N)N)CCC(=O)O)CC(C)C)CC(=O)O)CCC(=O)O)CC(C)C
1ow8,5.4,OC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)CC(=O)N)CC(C)C)CCC(=O)O)CC(C)C)CC(C)C)CC(C)C)CCC[NH+]=C(N)N)CC(=O)O)CC(C)C)CCC(=O)O)NC(=O)[C@H](CC(C)C)[NH3+]
1owd,8.2,CC[C@H]1C[NH2+]Cc2c1cc(cc2)NC(=O)c1ccc2c(c1)ccc(c2)C(=[NH2+])N
1owe,6.2,O=C(c1ccc2c(c1)ccc(c2)C(=[NH2+])N)Nc1ccccc1
1owh,7.4,[NH3+]Cc1ccc(cc1)NC(=O)c1ccc2c(c1)ccc(c2)C(=[NH2+])N
1owi,7.55,O=C(c1ccc2c(c1)ccc(c2)C(=[NH2+])N)Nc1cccc(c1)OC1CCCC1
1owj,7.32,O=C(c1ccc2c(c1)ccc(c2)C(=[NH2+])N)Nc1ccc2c(c1)C(=NCC2)C(C)C
1owk,7.63,O=C(c1ccc2c(c1)ccc(c2)C(=[NH2+])N)Nc1ccc2c(c1)[C@@H]([NH2+]CC2)C(C)C
1ox9,5.21,OC(=O)CC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)C)Cc1ccc(cc1)O)CC(=O)N)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]([NH3+])C)C)CC(=O)N)CC(=O)O
1oxg,10.57,[NH3+]CC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)O)Cc1c[nH]c2c1cccc2)Cc1c[nH]c2c1cccc2)CO)C(C)C)C
1oxn,5.68,OC(=O)CC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)C(C)C)C)NC(=O)[C@@H]([NH3+])C
1oxq,6.3,CC[C@@H]([C@@H](C(=O)O)NC(=O)[C@@H]1CCCN1C(=O)[C@H](C(C)C)NC(=O)[C@@H]([NH3+])C)C
1oxr,5.19,CC(=O)Oc1ccccc1C(=O)O
1oy7,5.36,OC(=O)CC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)C(C)C)C(C)C)NC(=O)[C@@H]([NH3+])C
1oyn,6.26,COc1ccc(cc1OC1CCCC1)[C@H]1CNC(=O)C1
1oyq,6.96,CCOC(=O)CO/N=C(\C1(CC1)c1ccc2c(c1)nc(n2C)CNc1ccc(cc1)C(=[NH2+])N)/c1ccccn1
1oyt,7.24,Fc1ccc(cc1)CN1C(=O)[C@H]2[C@@H](C1=O)[C@H]1[N@@H+]([C@H]2c2ccc(cc2)C(=[NH2+])N)CCC1
1oz0,7.7,OC(=O)CC[C@@H](C(=O)O)NC(=O)c1ccc(cc1)N(C(=O)/C=C/c1n(cnc1C(=O)N)[C@@H]1O[C@@H]([C@H]([C@H]1O)O)COP(O)(O)O)Cc1ccc2c(n1)c(=O)[nH]c(n2)N
1ozv,1.44,[NH3+]CCCC[C@@H](C(=O)O)[NH3+]
1p01,9.46,O=C(OC(C)(C)C)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)B(O)O)C
1p02,7.17,C[C@@H](B(O)O)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H]([NH3+])C)C
1p03,8.19,C[C@@H](C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](B(O)O)C(C)C)C)[NH3+]
1p04,7.4,CC[C@H]([C@@H](B(O)O)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H]([NH3+])C)C)C
1p05,5.96,CCCC[C@@H](B(O)O)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H]([NH3+])C)C
1p06,6.27,OB[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H]([NH3+])C)C
1p0y,1,C[NH2+]CCCC[C@@H](C(=O)O)[NH3+]
1p10,6.7,C[C@@H](C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](B(O)O)C(C)C)C)[NH3+]
1p17,2.82,O[C@@H]1[C@H](O)[C@H](O[C@H]1n1cnc2c1nc[nH]c2=O)COP(O)(O)O
1p19,4.11,O[C@@H]1[C@H](O)[C@H](O[C@H]1n1cnc2c1nc[nH]c2=O)COP(O)(O)O
1p1n,6.8,OC(=O)C[C@H]1[C@H](C[NH2+][C@@H]1C(=O)O)C(=C)C
1p1o,5.76,OC(=O)[C@H](Cn1oc(=O)[nH]c1=O)[NH3+]
1p1q,4.89,OC(=O)[C@H](Cc1c(C)o[nH]c1=O)[NH3+]
1p28,5.42,CC(=O)[C@@H](O)C
1p2a,7.92,[NH3+]CCNc1cc(c2ccc[nH]2)c2c3c1c(F)ccc3[nH]c2=O
1p2g,2.13,OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@@H]([C@@H]([C@H]3O)O)O[C@@H]3[C@@H](CO)O[C@@H]([C@@H]([C@H]3O)O)O[C@@H]3[C@@H](CO)O[C@@H]([C@@H]([C@H]3O)O)O[C@@H]3[C@H](O[C@H](O[C@@H]4[C@H](O[C@H](O[C@@H]5[C@H](O[C@H](O[C@@H]6[C@H](O[C@H](O[C@H]1[C@@H]([C@H]2O)O)[C@H](O)[C@H]6O)CO)[C@H](O)[C@H]5O)CO)[C@H](O)[C@H]4O)CO)[C@@H]([C@H]3O)O)CO
1p4r,8.1,OC(=O)CC[C@@H](C(=O)O)NC(=O)c1ccc(cc1)NS(=O)(=O)c1ccc2c(c1)c(=O)[nH]c(n2)N
1p4u,5.3,CC(C[C@@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)O)C)C(C)C)NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)[NH3+])Cc1ccccc1)C
1p57,4.4,Oc1ccccc1c1nc2c([nH]1)ccc(c2)C(=[NH2+])N
1p5e,4.81,Brc1c(Br)c(Br)c2c(c1Br)[nH]nn2
1p6d,2.94,CCCCCC(=O)O[C@@H](CCP(OCC[N+](C)(C)C)(O)O)COC(=O)CCCCC
1p6e,2.92,CCCCC(=O)O[C@@H](CO[P@@](=S)(OCC[N+](C)(C)C)S)COC(=O)CCCC
1p7m,4.38,C[n+]1cnc(c2c1nc[nH]2)N
1p93,7.72,OCC(=O)[C@@]1(O)[C@H](C)C[C@@H]2[C@]1(C)C[C@H](O)[C@]1([C@H]2CCC2=CC(=O)C=C[C@]12C)F
1pa9,4.6,Oc1ccc(cc1OS(O)(O)O)N(=O)=O
1pau,9.46,OC[C@@H](NC(=O)[C@H](C(C)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)C)CC(=O)O)CCC(=O)O)CC(=O)O
1pb8,5.15,OC[C@H](C(=O)O)[NH3+]
1pb9,3.62,C1ONC(=O)[C@@H]1[NH3+]
1pbk,9.05,CO[C@@H]1C[C@@H](CC[C@H]1O)C[C@H]([C@H]1OC(=O)[C@@H]2CCCCN2C(=O)C(=O)[C@]2(O)O[C@@H](CC[C@H]2C)C[C@H](OC)/C(=C/C=C/C=C/[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C/[C@H](C(=O)C1)C)/C)O)OC)C)C)/C)C
1pbq,6.27,Clc1cc(Cl)c2c(c1)nc(cc2O)C(=O)O
1pcg,7.6,[NH3+]CCCC[C@@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)CCC(=O)N)CC(C)C)CC(C)C)CCC[NH+]=C(N)N)CS)CC(C)C)[C@H](CC)C)CS)[NH3+]
1pdq,5.3,OC[C@@H](C(=O)O)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H]([C@H](O)C)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)[NH3+])C)CCCC[NH3+])C)C)CCC[NH+]=C(N)N)CCCC[N+](C)(C)C
1pdz,3.7,OC(=O)COP(O)(O)O
1pf7,10.14,OC[C@H]1[NH2+][C@H]([C@@H]([C@@H]1O)O)c1c[nH]c2c1nc[nH]c2=O
